year,category,nominee,winner
1954,WRITING (Screenplay),The Cruel Sea,False
1954,WRITING (Screenplay),From Here to Eternity,True
1954,WRITING (Screenplay),Lili,False
1954,WRITING (Screenplay),Roman Holiday,False
1954,WRITING (Screenplay),Shane,False
1954,WRITING (Story and Screenplay),The Band Wagon,False
1954,WRITING (Story and Screenplay),The Desert Rats,False
1954,WRITING (Story and Screenplay),The Naked Spur,False
1954,WRITING (Story and Screenplay),Take the High Ground,False
1954,WRITING (Story and Screenplay),Titanic,True
1954,HONORARY AWARD,,True
1954,HONORARY AWARD,,True
1954,HONORARY AWARD,,True
1954,HONORARY AWARD,,True
1954,IRVING G. THALBERG MEMORIAL AWARD,,True
1955,ACTOR,The Caine Mutiny,False
1955,ACTOR,On the Waterfront,True
1955,ACTOR,The Country Girl,False
1955,ACTOR,A Star Is Born,False
1955,ACTOR,Adventures of Robinson Crusoe,False
1955,ACTOR IN A SUPPORTING ROLE,On the Waterfront,False
1955,ACTOR IN A SUPPORTING ROLE,On the Waterfront,False
1955,ACTOR IN A SUPPORTING ROLE,The Barefoot Contessa,True
1955,ACTOR IN A SUPPORTING ROLE,On the Waterfront,False
1955,ACTOR IN A SUPPORTING ROLE,The Caine Mutiny,False
1955,ACTRESS,Carmen Jones,False
1955,ACTRESS,A Star Is Born,False
1955,ACTRESS,Sabrina,False
1955,ACTRESS,The Country Girl,True
1955,ACTRESS,Magnificent Obsession,False
1955,ACTRESS IN A SUPPORTING ROLE,Executive Suite,False
1955,ACTRESS IN A SUPPORTING ROLE,Broken Lance,False
1955,ACTRESS IN A SUPPORTING ROLE,On the Waterfront,True
1955,ACTRESS IN A SUPPORTING ROLE,The High and the Mighty,False
1955,ACTRESS IN A SUPPORTING ROLE,The High and the Mighty,False
1955,ART DIRECTION (Black-and-White),The Country Girl,False
1955,ART DIRECTION (Black-and-White),Executive Suite,False
1955,ART DIRECTION (Black-and-White),Le Plaisir,False
1955,ART DIRECTION (Black-and-White),On the Waterfront,True
1955,ART DIRECTION (Black-and-White),Sabrina,False
1955,ART DIRECTION (Color),Brigadoon,False
1955,ART DIRECTION (Color),Desiree,False
1955,ART DIRECTION (Color),Red Garters,False
1955,ART DIRECTION (Color),A Star Is Born,False
1955,ART DIRECTION (Color),"20,000 Leagues under the Sea",True
1955,CINEMATOGRAPHY (Black-and-White),The Country Girl,False
1955,CINEMATOGRAPHY (Black-and-White),Executive Suite,False
1955,CINEMATOGRAPHY (Black-and-White),On the Waterfront,True
1955,CINEMATOGRAPHY (Black-and-White),Rogue Cop,False
1955,CINEMATOGRAPHY (Black-and-White),Sabrina,False
1955,CINEMATOGRAPHY (Color),The Egyptian,False
1955,CINEMATOGRAPHY (Color),Rear Window,False
1955,CINEMATOGRAPHY (Color),Seven Brides for Seven Brothers,False
1955,CINEMATOGRAPHY (Color),The Silver Chalice,False
1955,CINEMATOGRAPHY (Color),Three Coins in the Fountain,True
1955,COSTUME DESIGN (Black-and-White),The Earrings of Madame de...,False
1955,COSTUME DESIGN (Black-and-White),Executive Suite,False
1955,COSTUME DESIGN (Black-and-White),Indiscretion of an American Wife,False
1955,COSTUME DESIGN (Black-and-White),It Should Happen to You,False
1955,COSTUME DESIGN (Black-and-White),Sabrina,True
1955,COSTUME DESIGN (Color),Brigadoon,False
1955,COSTUME DESIGN (Color),Desiree,False
1955,COSTUME DESIGN (Color),Gate of Hell,True
1955,COSTUME DESIGN (Color),A Star Is Born,False
1955,COSTUME DESIGN (Color),There's No Business Like Show Business,False
1955,DIRECTING,The Country Girl,False
1955,DIRECTING,The High and the Mighty,False
1955,DIRECTING,On the Waterfront,True
1955,DIRECTING,Rear Window,False
1955,DIRECTING,Sabrina,False
1955,DOCUMENTARY (Feature),The Stratford Adventure,False
1955,DOCUMENTARY (Feature),The Vanishing Prairie,True
1955,DOCUMENTARY (Short Subject),Jet Carrier,False
1955,DOCUMENTARY (Short Subject),Rembrandt: A Self-Portrait,False
1955,DOCUMENTARY (Short Subject),Thursday's Children,True
1955,FILM EDITING,The Caine Mutiny,False
1955,FILM EDITING,The High and the Mighty,False
1955,FILM EDITING,On the Waterfront,True
1955,FILM EDITING,Seven Brides for Seven Brothers,False
1955,FILM EDITING,"20,000 Leagues under the Sea",False
1955,MUSIC (Music Score of a Dramatic or Comedy Picture),The Caine Mutiny,False
1955,MUSIC (Music Score of a Dramatic or Comedy Picture),Genevieve,False
1955,MUSIC (Music Score of a Dramatic or Comedy Picture),The High and the Mighty,True
1955,MUSIC (Music Score of a Dramatic or Comedy Picture),On the Waterfront,False
1955,MUSIC (Music Score of a Dramatic or Comedy Picture),The Silver Chalice,False
1955,MUSIC (Scoring of a Musical Picture),Carmen Jones,False
1955,MUSIC (Scoring of a Musical Picture),The Glenn Miller Story,False
1955,MUSIC (Scoring of a Musical Picture),Seven Brides for Seven Brothers,True
1955,MUSIC (Scoring of a Musical Picture),A Star Is Born,False
1955,MUSIC (Scoring of a Musical Picture),There's No Business Like Show Business,False
1955,MUSIC (Song),White Christmas,False
1955,MUSIC (Song),The High and the Mighty,False
1955,MUSIC (Song),Susan Slept Here,False
1955,MUSIC (Song),A Star Is Born,False
1955,MUSIC (Song),Three Coins in the Fountain,True
1955,BEST MOTION PICTURE,The Caine Mutiny,False
1955,BEST MOTION PICTURE,The Country Girl,False
1955,BEST MOTION PICTURE,On the Waterfront,True
1955,BEST MOTION PICTURE,Seven Brides for Seven Brothers,False
1955,BEST MOTION PICTURE,Three Coins in the Fountain,False
1955,SHORT SUBJECT (Cartoon),Crazy Mixed Up Pup,False
1955,SHORT SUBJECT (Cartoon),Pigs Is Pigs,False
1955,SHORT SUBJECT (Cartoon),Sandy Claws,False
1955,SHORT SUBJECT (Cartoon),"Touché, Pussy Cat",False
1955,SHORT SUBJECT (Cartoon),When Magoo Flew,True
1955,SHORT SUBJECT (One-reel),The First Piano Quartette,False
1955,SHORT SUBJECT (One-reel),The Strauss Fantasy,False
1955,SHORT SUBJECT (One-reel),This Mechanical Age,True
1955,SHORT SUBJECT (Two-reel),Beauty and the Bull,False
1955,SHORT SUBJECT (Two-reel),Jet Carrier,False
1955,SHORT SUBJECT (Two-reel),Siam,False
1955,SHORT SUBJECT (Two-reel),A Time Out of War,True
1955,SOUND RECORDING,Brigadoon,False
1955,SOUND RECORDING,The Caine Mutiny,False
1955,SOUND RECORDING,The Glenn Miller Story,True
1955,SOUND RECORDING,Rear Window,False
1955,SOUND RECORDING,Susan Slept Here,False
1955,SPECIAL EFFECTS,Hell and High Water,False
1955,SPECIAL EFFECTS,Them!,False
1955,SPECIAL EFFECTS,"20,000 Leagues under the Sea",True
1955,WRITING (Motion Picture Story),"Bread, Love and Dreams",False
1955,WRITING (Motion Picture Story),Broken Lance,True
1955,WRITING (Motion Picture Story),Forbidden Games,False
1955,WRITING (Motion Picture Story),Night People,False
1955,WRITING (Motion Picture Story),There's No Business Like Show Business,False
1955,WRITING (Screenplay),The Caine Mutiny,False
1955,WRITING (Screenplay),The Country Girl,True
1955,WRITING (Screenplay),Rear Window,False
1955,WRITING (Screenplay),Sabrina,False
1955,WRITING (Screenplay),Seven Brides for Seven Brothers,False
1955,WRITING (Story and Screenplay),The Barefoot Contessa,False
1955,WRITING (Story and Screenplay),Genevieve,False
1955,WRITING (Story and Screenplay),The Glenn Miller Story,False
1955,WRITING (Story and Screenplay),Knock on Wood,False
1955,WRITING (Story and Screenplay),On the Waterfront,True
1955,HONORARY FOREIGN LANGUAGE FILM AWARD,Gate of Hell,True
1955,HONORARY AWARD,,True
1955,HONORARY AWARD,,True
1955,HONORARY AWARD,,True
1955,HONORARY AWARD,,True
1955,HONORARY AWARD,The Little Kidnappers,True
1955,HONORARY AWARD,The Little Kidnappers,True
1956,ACTOR,Marty,True
1956,ACTOR,Love Me or Leave Me,False
1956,ACTOR,East of Eden,False
1956,ACTOR,The Man with the Golden Arm,False
1956,ACTOR,Bad Day at Black Rock,False
1956,ACTOR IN A SUPPORTING ROLE,Trial,False
1956,ACTOR IN A SUPPORTING ROLE,Mister Roberts,True
1956,ACTOR IN A SUPPORTING ROLE,Marty,False
1956,ACTOR IN A SUPPORTING ROLE,Rebel without a Cause,False
1956,ACTOR IN A SUPPORTING ROLE,Picnic,False
1956,ACTRESS,I'll Cry Tomorrow,False
1956,ACTRESS,Summertime,False
1956,ACTRESS,Love Is a Many-Splendored Thing,False
1956,ACTRESS,The Rose Tattoo,True
1956,ACTRESS,Interrupted Melody,False
1956,ACTRESS IN A SUPPORTING ROLE,Marty,False
1956,ACTRESS IN A SUPPORTING ROLE,Pete Kelly's Blues,False
1956,ACTRESS IN A SUPPORTING ROLE,The Rose Tattoo,False
1956,ACTRESS IN A SUPPORTING ROLE,East of Eden,True
1956,ACTRESS IN A SUPPORTING ROLE,Rebel without a Cause,False
1956,ART DIRECTION (Black-and-White),Blackboard Jungle,False
1956,ART DIRECTION (Black-and-White),I'll Cry Tomorrow,False
1956,ART DIRECTION (Black-and-White),The Man with the Golden Arm,False
1956,ART DIRECTION (Black-and-White),Marty,False
1956,ART DIRECTION (Black-and-White),The Rose Tattoo,True
1956,ART DIRECTION (Color),Daddy Long Legs,False
1956,ART DIRECTION (Color),Guys and Dolls,False
1956,ART DIRECTION (Color),Love Is a Many-Splendored Thing,False
1956,ART DIRECTION (Color),Picnic,True
1956,ART DIRECTION (Color),To Catch a Thief,False
1956,CINEMATOGRAPHY (Black-and-White),Blackboard Jungle,False
1956,CINEMATOGRAPHY (Black-and-White),I'll Cry Tomorrow,False
1956,CINEMATOGRAPHY (Black-and-White),Marty,False
1956,CINEMATOGRAPHY (Black-and-White),Queen Bee,False
1956,CINEMATOGRAPHY (Black-and-White),The Rose Tattoo,True
1956,CINEMATOGRAPHY (Color),Guys and Dolls,False
1956,CINEMATOGRAPHY (Color),Love Is a Many-Splendored Thing,False
1956,CINEMATOGRAPHY (Color),A Man Called Peter,False
1956,CINEMATOGRAPHY (Color),Oklahoma!,False
1956,CINEMATOGRAPHY (Color),To Catch a Thief,True
1956,COSTUME DESIGN (Black-and-White),I'll Cry Tomorrow,True
1956,COSTUME DESIGN (Black-and-White),The Pickwick Papers,False
1956,COSTUME DESIGN (Black-and-White),Queen Bee,False
1956,COSTUME DESIGN (Black-and-White),The Rose Tattoo,False
1956,COSTUME DESIGN (Black-and-White),Ugetsu,False
1956,COSTUME DESIGN (Color),Guys and Dolls,False
1956,COSTUME DESIGN (Color),Interrupted Melody,False
1956,COSTUME DESIGN (Color),Love Is a Many-Splendored Thing,True
1956,COSTUME DESIGN (Color),To Catch a Thief,False
1956,COSTUME DESIGN (Color),The Virgin Queen,False
1956,DIRECTING,Bad Day at Black Rock,False
1956,DIRECTING,East of Eden,False
1956,DIRECTING,Marty,True
1956,DIRECTING,Picnic,False
1956,DIRECTING,Summertime,False
1956,DOCUMENTARY (Feature),Heartbreak Ridge,False
1956,DOCUMENTARY (Feature),Helen Keller in Her Story,True
1956,DOCUMENTARY (Short Subject),The Battle of Gettysburg,False
1956,DOCUMENTARY (Short Subject),The Face of Lincoln,False
1956,DOCUMENTARY (Short Subject),Men against the Arctic,True
1956,FILM EDITING,Blackboard Jungle,False
1956,FILM EDITING,The Bridges at Toko-Ri,False
1956,FILM EDITING,Oklahoma!,False
1956,FILM EDITING,Picnic,True
1956,FILM EDITING,The Rose Tattoo,False
1956,MUSIC (Music Score of a Dramatic or Comedy Picture),Battle Cry,False
1956,MUSIC (Music Score of a Dramatic or Comedy Picture),Love Is a Many-Splendored Thing,True
1956,MUSIC (Music Score of a Dramatic or Comedy Picture),The Man with the Golden Arm,False
1956,MUSIC (Music Score of a Dramatic or Comedy Picture),Picnic,False
1956,MUSIC (Music Score of a Dramatic or Comedy Picture),The Rose Tattoo,False
1956,MUSIC (Scoring of a Musical Picture),Daddy Long Legs,False
1956,MUSIC (Scoring of a Musical Picture),Guys and Dolls,False
1956,MUSIC (Scoring of a Musical Picture),It's Always Fair Weather,False
1956,MUSIC (Scoring of a Musical Picture),Love Me or Leave Me,False
1956,MUSIC (Scoring of a Musical Picture),Oklahoma!,True
1956,MUSIC (Song),Love Me or Leave Me,False
1956,MUSIC (Song),Love Is a Many-Splendored Thing,True
1956,MUSIC (Song),Daddy Long Legs,False
1956,MUSIC (Song),The Tender Trap,False
1956,MUSIC (Song),Unchained,False
1956,BEST MOTION PICTURE,Love Is a Many-Splendored Thing,False
1956,BEST MOTION PICTURE,Marty,True
1956,BEST MOTION PICTURE,Mister Roberts,False
1956,BEST MOTION PICTURE,Picnic,False
1956,BEST MOTION PICTURE,The Rose Tattoo,False
1956,SHORT SUBJECT (Cartoon),Good Will to Men,False
1956,SHORT SUBJECT (Cartoon),The Legend of Rock-a-bye Point,False
1956,SHORT SUBJECT (Cartoon),No Hunting,False
1956,SHORT SUBJECT (Cartoon),Speedy Gonzales,True
1956,SHORT SUBJECT (One-reel),Gadgets Galore,False
1956,SHORT SUBJECT (One-reel),Survival City,True
1956,SHORT SUBJECT (One-reel),3rd Ave. El,False
1956,SHORT SUBJECT (One-reel),Three Kisses,False
1956,SHORT SUBJECT (Two-reel),The Battle of Gettysburg,False
1956,SHORT SUBJECT (Two-reel),The Face of Lincoln,True
1956,SHORT SUBJECT (Two-reel),On the Twelfth Day...,False
1956,SHORT SUBJECT (Two-reel),Switzerland,False
1956,SHORT SUBJECT (Two-reel),24-Hour Alert,False
1956,SOUND RECORDING,Love Is a Many-Splendored Thing,False
1956,SOUND RECORDING,Love Me or Leave Me,False
1956,SOUND RECORDING,Mister Roberts,False
1956,SOUND RECORDING,Not as a Stranger,False
1956,SOUND RECORDING,Oklahoma!,True
1956,SPECIAL EFFECTS,The Bridges at Toko-Ri,True
1956,SPECIAL EFFECTS,The Dam Busters,False
1956,SPECIAL EFFECTS,The Rains of Ranchipur,False
1956,WRITING (Motion Picture Story),Love Me or Leave Me,True
1956,WRITING (Motion Picture Story),The Private War of Major Benson,False
1956,WRITING (Motion Picture Story),Rebel without a Cause,False
1956,WRITING (Motion Picture Story),The Sheep Has Five Legs,False
1956,WRITING (Motion Picture Story),Strategic Air Command,False
1956,WRITING (Screenplay),Bad Day at Black Rock,False
1956,WRITING (Screenplay),Blackboard Jungle,False
1956,WRITING (Screenplay),East of Eden,False
1956,WRITING (Screenplay),Love Me or Leave Me,False
1956,WRITING (Screenplay),Marty,True
1956,WRITING (Story and Screenplay),The Court-Martial of Billy Mitchell,False
1956,WRITING (Story and Screenplay),Interrupted Melody,True
1956,WRITING (Story and Screenplay),It's Always Fair Weather,False
1956,WRITING (Story and Screenplay),Mr. Hulot's Holiday,False
1956,WRITING (Story and Screenplay),The Seven Little Foys,False
1956,HONORARY FOREIGN LANGUAGE FILM AWARD,"Samurai, The Legend of Musashi",True
1957,ACTOR,The King and I,True
1957,ACTOR,Giant,False
1957,ACTOR,Lust for Life,False
1957,ACTOR,Giant,False
1957,ACTOR,Richard III,False
1957,ACTOR IN A SUPPORTING ROLE,Bus Stop,False
1957,ACTOR IN A SUPPORTING ROLE,Friendly Persuasion,False
1957,ACTOR IN A SUPPORTING ROLE,Lust for Life,True
1957,ACTOR IN A SUPPORTING ROLE,The Bold and the Brave,False
1957,ACTOR IN A SUPPORTING ROLE,Written on the Wind,False
1957,ACTRESS,Baby Doll,False
1957,ACTRESS,Anastasia,True
1957,ACTRESS,The Rainmaker,False
1957,ACTRESS,The Bad Seed,False
1957,ACTRESS,The King and I,False
1957,ACTRESS IN A SUPPORTING ROLE,Baby Doll,False
1957,ACTRESS IN A SUPPORTING ROLE,The Bad Seed,False
1957,ACTRESS IN A SUPPORTING ROLE,Giant,False
1957,ACTRESS IN A SUPPORTING ROLE,The Bad Seed,False
1957,ACTRESS IN A SUPPORTING ROLE,Written on the Wind,True
1957,ART DIRECTION (Black-and-White),The Magnificent Seven,False
1957,ART DIRECTION (Black-and-White),The Proud and Profane,False
1957,ART DIRECTION (Black-and-White),The Solid Gold Cadillac,False
1957,ART DIRECTION (Black-and-White),Somebody Up There Likes Me,True
1957,ART DIRECTION (Black-and-White),Teenage Rebel,False
1957,ART DIRECTION (Color),Around the World in 80 Days,False
1957,ART DIRECTION (Color),Giant,False
1957,ART DIRECTION (Color),The King and I,True
1957,ART DIRECTION (Color),Lust for Life,False
1957,ART DIRECTION (Color),The Ten Commandments,False
1957,CINEMATOGRAPHY (Black-and-White),Baby Doll,False
1957,CINEMATOGRAPHY (Black-and-White),The Bad Seed,False
1957,CINEMATOGRAPHY (Black-and-White),The Harder They Fall,False
1957,CINEMATOGRAPHY (Black-and-White),Somebody Up There Likes Me,True
1957,CINEMATOGRAPHY (Black-and-White),Stagecoach to Fury,False
1957,CINEMATOGRAPHY (Color),Around the World in 80 Days,True
1957,CINEMATOGRAPHY (Color),The Eddy Duchin Story,False
1957,CINEMATOGRAPHY (Color),The King and I,False
1957,CINEMATOGRAPHY (Color),The Ten Commandments,False
1957,CINEMATOGRAPHY (Color),War and Peace,False
1957,COSTUME DESIGN (Black-and-White),The Magnificent Seven,False
1957,COSTUME DESIGN (Black-and-White),The Power and the Prize,False
1957,COSTUME DESIGN (Black-and-White),The Proud and Profane,False
1957,COSTUME DESIGN (Black-and-White),The Solid Gold Cadillac,True
1957,COSTUME DESIGN (Black-and-White),Teenage Rebel,False
1957,COSTUME DESIGN (Color),Around the World in 80 Days,False
1957,COSTUME DESIGN (Color),Giant,False
1957,COSTUME DESIGN (Color),The King and I,True
1957,COSTUME DESIGN (Color),The Ten Commandments,False
1957,COSTUME DESIGN (Color),War and Peace,False
1957,DIRECTING,Around the World in 80 Days,False
1957,DIRECTING,Friendly Persuasion,False
1957,DIRECTING,Giant,True
1957,DIRECTING,The King and I,False
1957,DIRECTING,War and Peace,False
1957,DOCUMENTARY (Feature),The Naked Eye,False
1957,DOCUMENTARY (Feature),The Silent World,True
1957,DOCUMENTARY (Feature),Where Mountains Float,False
1957,DOCUMENTARY (Short Subject),A City Decides,False
1957,DOCUMENTARY (Short Subject),The Dark Wave,False
1957,DOCUMENTARY (Short Subject),The House without a Name,False
1957,DOCUMENTARY (Short Subject),Man in Space,False
1957,DOCUMENTARY (Short Subject),The True Story of the Civil War,True
1957,FILM EDITING,Around the World in 80 Days,True
1957,FILM EDITING,The Brave One,False
1957,FILM EDITING,Giant,False
1957,FILM EDITING,Somebody Up There Likes Me,False
1957,FILM EDITING,The Ten Commandments,False
1957,FOREIGN LANGUAGE FILM,The Captain of Kopenick,False
1957,FOREIGN LANGUAGE FILM,Gervaise,False
1957,FOREIGN LANGUAGE FILM,Harp of Burma,False
1957,FOREIGN LANGUAGE FILM,La Strada,True
1957,FOREIGN LANGUAGE FILM,Qivitoq,False
1957,MUSIC (Music Score of a Dramatic or Comedy Picture),Anastasia,False
1957,MUSIC (Music Score of a Dramatic or Comedy Picture),Around the World in 80 Days,True
1957,MUSIC (Music Score of a Dramatic or Comedy Picture),Between Heaven and Hell,False
1957,MUSIC (Music Score of a Dramatic or Comedy Picture),Giant,False
1957,MUSIC (Music Score of a Dramatic or Comedy Picture),The Rainmaker,False
1957,MUSIC (Scoring of a Musical Picture),The Best Things in Life Are Free,False
1957,MUSIC (Scoring of a Musical Picture),The Eddy Duchin Story,False
1957,MUSIC (Scoring of a Musical Picture),High Society,False
1957,MUSIC (Scoring of a Musical Picture),The King and I,True
1957,MUSIC (Scoring of a Musical Picture),Meet Me in Las Vegas,False
1957,MUSIC (Song),Friendly Persuasion,False
1957,MUSIC (Song),Julie,False
1957,MUSIC (Song),High Society,False
1957,MUSIC (Song),The Man Who Knew Too Much,True
1957,MUSIC (Song),Written on the Wind,False
1957,BEST MOTION PICTURE,Around the World in 80 Days,True
1957,BEST MOTION PICTURE,Friendly Persuasion,False
1957,BEST MOTION PICTURE,Giant,False
1957,BEST MOTION PICTURE,The King and I,False
1957,BEST MOTION PICTURE,The Ten Commandments,False
1957,SHORT SUBJECT (Cartoon),Gerald McBoing-Boing on Planet Moo,False
1957,SHORT SUBJECT (Cartoon),The Jaywalker,False
1957,SHORT SUBJECT (Cartoon),Mister Magoo's Puddle Jumper,True
1957,SHORT SUBJECT (One-reel),Crashing the Water Barrier,True
1957,SHORT SUBJECT (One-reel),I Never Forget a Face,False
1957,SHORT SUBJECT (One-reel),Time Stood Still,False
1957,SHORT SUBJECT (Two-reel),The Bespoke Overcoat,True
1957,SHORT SUBJECT (Two-reel),Cow Dog,False
1957,SHORT SUBJECT (Two-reel),The Dark Wave,False
1957,SHORT SUBJECT (Two-reel),Samoa,False
1957,SOUND RECORDING,The Brave One,False
1957,SOUND RECORDING,The Eddy Duchin Story,False
1957,SOUND RECORDING,Friendly Persuasion,False
1957,SOUND RECORDING,The King and I,True
1957,SOUND RECORDING,The Ten Commandments,False
