title,stars_in_movie,critic_score,audience_score,awards_all,nomination_count,award_count,awards_won,awards_nominated,worldwide_gross,production_budget
Collateral,"Jason Statham, Mark Ruffalo",86.0,84.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",3,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",217602967.0,"$60,000,000"
Little Black Book,,22.0,37.0,,0,0,,,21758371.0,"$30,000,000"
The Princess Diaries 2: Royal Engagement,,26.0,59.0,,0,0,,,134713435.0,"$45,000,000"
Exorcist: The Beginning,,11.0,27.0,,0,0,,,43957541.0,"$78,000,000"
Without a Paddle,,14.0,68.0,,0,0,,,65121280.0,"$30,000,000"
Anacondas: The Hunt for the Blood Orchid,,26.0,27.0,,0,0,,,70326393.0,"$25,000,000"
Suspect Zero,"Ben Kingsley, Carrie-Anne Moss",18.0,38.0,,0,0,,,,"$27,000,000"
Vanity Fair,Robert Pattinson,51.0,50.0,,0,0,,,19123851.0,"$23,000,000"
The Cookout,,5.0,37.0,,0,0,,,,"$16,000,000"
Paparazzi,Tom Holland,18.0,38.0,,0,0,,,,"$20,000,000"
Wicker Park,,27.0,79.0,,0,0,,,21577076.0,"$30,000,000"
Cellular,"Jason Statham, Chris Evans",56.0,58.0,,0,0,,,61453420.0,"$45,000,000"
Resident Evil: Apocalypse,,19.0,60.0,,0,0,,,125168734.0,"$50,000,000"
Saving Face,,88.0,88.0,Oscars - DOCUMENTARY (Short Subject)(Won),1,1,Oscars - DOCUMENTARY (Short Subject)(Won),,,"$2,500,000"
Mr. 3000,,55.0,30.0,,0,0,,,21827296.0,"$30,000,000"
Wimbledon,Kirsten Dunst,61.0,57.0,,0,0,,,41666476.0,"$35,000,000"
First Daughter,,8.0,42.0,,0,0,,,,"$30,000,000"
The Forgotten,,31.0,36.0,,0,0,,,117211892.0,"$50,000,000"
The Last Shot,Matthew Broderick,62.0,32.0,,0,0,,,,"$40,000,000"
Shaun of the Dead,,92.0,93.0,,0,0,,,29911269.0,"$5,000,000"
I Heart Huckabees,"Mark Wahlberg, Jason Schwartzman",64.0,75.0,,0,0,,,20034713.0,"$22,000,000"
Ladder 49,Joaquin Phoenix,41.0,81.0,,0,0,,,102332848.0,"$60,000,000"
Shark Tale,"Will Smith, Robert De Niro",35.0,48.0,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated),371741123.0,"$75,000,000"
Bride & Prejudice,,64.0,70.0,,0,0,,,25269040.0,"$7,000,000"
Friday Night Lights,,82.0,85.0,,0,0,,,61950770.0,"$30,000,000"
Raise Your Voice,,16.0,71.0,,0,0,,,,"$15,000,000"
Being Julia,,77.0,74.0,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won)",2,1,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won),Oscars - ACTRESS IN A LEADING ROLE(Nominated),,"$18,000,000"
Shall We Dance?,,47.0,57.0,,0,0,,,170125882.0,"$40,000,000"
Team America: World Police,"George Clooney, Matt Damon",77.0,80.0,,0,0,,,50948811.0,"$20,000,000"
The Grudge,,41.0,46.0,,0,0,,,187281115.0,"$10,000,000"
The Grudge,,41.0,46.0,,0,0,,,187281115.0,"$10,000,000"
Sideways,,97.0,79.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Won)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Nominated)",12,3,"Oscars - WRITING (Adapted Screenplay)(Won)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Screenplay - Motion Picture(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",109726800.0,"$17,000,000"
Vera Drake,,93.0,84.0,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)",4,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)",,"$11,000,000"
Birth,Nicole Kidman,39.0,43.0,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated),,"$20,000,000"
Ray,,79.0,87.0,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND MIXING(Won)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)",8,3,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - SOUND MIXING(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)","Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)",124823094.0,"$40,000,000"
Saw,,50.0,84.0,,0,0,,,103880027.0,"$1,200,000"
Alfie,,48.0,51.0,"Oscars - ACTOR(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
BAFTAs - Film | British Cinematography - Colour in 1967(Nominated)
BAFTAs - Film | British Film in 1967(Nominated)
BAFTAs - Film | British Screenplay in 1967(Nominated)
BAFTAs - Film | Editing - for best film editing of a British Film in 1967(Nominated)",9,0,,"Oscars - ACTOR(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
BAFTAs - Film | British Cinematography - Colour in 1967(Nominated)
BAFTAs - Film | British Film in 1967(Nominated)
BAFTAs - Film | British Screenplay in 1967(Nominated)
BAFTAs - Film | Editing - for best film editing of a British Film in 1967(Nominated)",35195939.0,"$40,000,000"
After the Sunset,,18.0,52.0,,0,0,,,38329114.0,"$57,000,000"
Finding Neverland,Johnny Depp,83.0,87.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",12,1,Oscars - MUSIC (Original Score)(Won),"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",115036108.0,"$25,000,000"
Kinsey,Liam Neeson,90.0,75.0,"Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",4,0,,"Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",,"$11,000,000"
Seed of Chucky,,35.0,43.0,,0,0,,,24716190.0,"$29,000,000"
Alexander,,16.0,35.0,,0,0,,,167297191.0,"$155,000,000"
Closer,Natalie Portman,68.0,81.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",7,2,"Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",116148537.0,"$35,000,000"
House of Flying Daggers,,87.0,82.0,Oscars - CINEMATOGRAPHY(Nominated),1,0,,Oscars - CINEMATOGRAPHY(Nominated),92863945.0,"$12,000,000"
Blade: Trinity,Ryan Reynolds,24.0,58.0,,0,0,,,131353165.0,"$65,000,000"
Million Dollar Baby,,90.0,90.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A LEADING ROLE(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Won)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Nominated)",12,6,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A LEADING ROLE(Won)
Oscars - DIRECTING(Won)
Oscars - BEST PICTURE(Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won)
Golden Globes - Best Director - Motion Picture(Won)","Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",231928227.0,"$30,000,000"
Beyond the Sea,,42.0,64.0,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated),,"$24,000,000"
Flight of the Phoenix,,31.0,40.0,,0,0,,,34009180.0,"$75,000,000"
Spanglish,Adam Sandler,54.0,60.0,Golden Globes - Best Original Score - Motion Picture(Nominated),1,0,,Golden Globes - Best Original Score - Motion Picture(Nominated),54344321.0,"$75,000,000"
Hotel Rwanda,Joaquin Phoenix,91.0,94.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",6,0,,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",36520451.0,"$17,500,000"
The Aviator,"Leonardo DiCaprio, Willem Dafoe",87.0,79.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND MIXING(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Won)",17,8,"Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - FILM EDITING(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Original Score - Motion Picture(Won)","Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND MIXING(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",208370892.0,"$110,000,000"
Darkness,,5.0,31.0,,0,0,,,34409206.0,"$10,600,000"
Fat Albert,,23.0,44.0,,0,0,,,48563556.0,"$45,000,000"
The Assassination of Richard Nixon,,68.0,69.0,,0,0,,,,"$4,600,000"
In Good Company,Scarlett Johansson,82.0,54.0,,0,0,,,63463195.0,"$26,000,000"
Harry Potter and the Goblet of Fire,"Emma Watson, Rupert Grint, Daniel Radcliffe, Robert Pattinson, Ralph Fiennes, Gary Oldman",88.0,74.0,Oscars - ART DIRECTION(Nominated),1,0,,Oscars - ART DIRECTION(Nominated),886112502.0,"$150,000,000"
War of the Worlds,Channing Tatum,76.0,42.0,"Oscars - SOUND EDITING(Nominated)
Oscars - SOUND MIXING(Nominated)
Oscars - VISUAL EFFECTS(Nominated)",3,0,,"Oscars - SOUND EDITING(Nominated)
Oscars - SOUND MIXING(Nominated)
Oscars - VISUAL EFFECTS(Nominated)",606836535.0,"$132,000,000"
Wedding Crashers,,75.0,70.0,,0,0,,,283218368.0,"$40,000,000"
Charlie and the Chocolate Factory,Johnny Depp,83.0,51.0,"Oscars - COSTUME DESIGN(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",2,0,,"Oscars - COSTUME DESIGN(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",475825484.0,"$150,000,000"
Batman Begins,"Christian Bale, Liam Neeson, Michael Caine, Gary Oldman",85.0,94.0,Oscars - CINEMATOGRAPHY(Nominated),1,0,,Oscars - CINEMATOGRAPHY(Nominated),356770593.0,"$150,000,000"
Madagascar,,55.0,67.0,,0,0,,,556559566.0,"$75,000,000"
White Noise,Michael Keaton,7.0,31.0,,0,0,,,92094360.0,"$10,000,000"
Coach Carter,"Channing Tatum, Samuel L. Jackson",64.0,85.0,,0,0,,,76665507.0,"$45,000,000"
Elektra,Jennifer Garner,11.0,29.0,,0,0,,,56824633.0,"$65,000,000"
Racing Stripes,,35.0,42.0,,0,0,,,89809433.0,"$30,000,000"
The Wedding Date,,11.0,67.0,,0,0,,,47175038.0,"$15,000,000"
Hitch,Will Smith,69.0,62.0,,0,0,,,366784257.0,"$55,000,000"
Pooh's Heffalump Movie,,80.0,68.0,,0,0,,,55686944.0,"$20,000,000"
Because of Winn-Dixie,,55.0,63.0,,0,0,,,33508485.0,"$15,000,000"
Constantine,,46.0,72.0,,0,0,,,221593554.0,"$75,000,000"
Son of the Mask,,6.0,16.0,,0,0,,,59918422.0,"$100,000,000"
Diary of a Mad Black Woman,,16.0,86.0,,0,0,,,50458356.0,"$5,500,000"
Be Cool,"Dwayne Johnson, Uma Thurman",30.0,42.0,,0,0,,,94944017.0,"$75,000,000"
The Jacket,Adrien Brody,44.0,73.0,,0,0,,,,"$28,500,000"
The Pacifier,,21.0,58.0,,0,0,,,198006880.0,"$56,000,000"
Robots,Ewan McGregor,64.0,54.0,,0,0,,,260636271.0,"$80,000,000"
Ice Princess,,52.0,58.0,,0,0,,,25732334.0,"$25,000,000"
The Ring Two,,21.0,33.0,,0,0,,,161941727.0,"$50,000,000"
Miss Congeniality 2: Armed and Fabulous,,15.0,43.0,,0,0,,,101292343.0,"$60,000,000"
Guess Who,,41.0,49.0,,0,0,,,102115888.0,"$35,000,000"
The Ballad of Jack and Rose,,47.0,61.0,,0,0,,,,"$1,500,000"
Sin City,Elijah Wood,76.0,78.0,,0,0,,,158527918.0,"$40,000,000"
The Upside of Anger,,74.0,63.0,,0,0,,,28915761.0,"$12,000,000"
The Interpreter,Nicole Kidman,58.0,54.0,,0,0,,,162753837.0,"$90,000,000"
King's Ransom,,2.0,32.0,,0,0,,,,"$25,000,000"
The Hitchhiker's Guide to the Galaxy,,60.0,65.0,,0,0,,,102746214.0,"$45,000,000"
XXX: State of the Union,,17.0,32.0,,0,0,,,71073932.0,"$60,000,000"
House of Wax,,28.0,43.0,,0,0,,,70064800.0,"$35,000,000"
Kingdom of Heaven,"Liam Neeson, Edward Norton",40.0,72.0,,0,0,,,218674938.0,"$110,000,000"
Mindhunters,,24.0,57.0,,0,0,,,,"$27,000,000"
Monster-in-Law,,18.0,55.0,,0,0,,,155931301.0,"$45,000,000"
The Sisterhood of the Traveling Pants,,82.0,78.0,,0,0,,,41560117.0,"$25,000,000"
Cinderella Man,,80.0,91.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MAKEUP(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",5,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MAKEUP(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",105021488.0,"$88,000,000"
Lords of Dogtown,Heath Ledger,55.0,81.0,,0,0,,,,"$25,000,000"
The Perfect Man,,6.0,58.0,,0,0,,,19535005.0,"$10,000,000"
Herbie: Fully Loaded,,41.0,39.0,,0,0,,,144110682.0,"$50,000,000"
Bewitched,,24.0,28.0,"Golden Globes - Actress In A Television Series(Nominated)
Golden Globes - Actress In A Television Series(Nominated)
Golden Globes - Actress In A Television Series(Nominated)
Golden Globes - Best Performance by an Actress in a Television Series - Musical or Comedy(Nominated)",4,0,,"Golden Globes - Actress In A Television Series(Nominated)
Golden Globes - Actress In A Television Series(Nominated)
Golden Globes - Actress In A Television Series(Nominated)
Golden Globes - Best Performance by an Actress in a Television Series - Musical or Comedy(Nominated)",131159306.0,"$80,000,000"
Rebound,,14.0,38.0,,0,0,,,,"$45,000,000"
Dark Water,,47.0,28.0,,0,0,,,49473093.0,"$60,000,000"
Fantastic Four,,28.0,45.0,,0,0,,,333132750.0,"$87,500,000"
Hustle & Flow,,82.0,82.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - MUSIC (Original Song)(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)",3,1,Oscars - MUSIC (Original Song)(Won),"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)",23591783.0,"$2,800,000"
Must Love Dogs,,37.0,50.0,,0,0,,,58405313.0,"$35,000,000"
The Chumscrubber,"Ralph Fiennes, Carrie-Anne Moss",37.0,75.0,,0,0,,,,"$6,800,000"
The Dukes of Hazzard,,14.0,46.0,,0,0,,,109848461.0,"$53,000,000"
Four Brothers,Mark Wahlberg,53.0,80.0,,0,0,,,92494381.0,"$30,000,000"
The Great Raid,Sam Worthington,38.0,70.0,,0,0,,,,"$60,000,000"
Valiant,Ewan McGregor,32.0,29.0,,0,0,,,64188387.0,"$35,000,000"
The Brothers Grimm,"Matt Damon, Heath Ledger",38.0,39.0,,0,0,,,105299638.0,"$80,000,000"
The Cave,,12.0,28.0,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated),27147991.0,"$30,000,000"
Undiscovered,Carrie Fisher,8.0,48.0,,0,0,,,,"$9,000,000"
The Constant Gardener,Ralph Fiennes,83.0,82.0,"Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",4,1,Oscars - ACTRESS IN A SUPPORTING ROLE(Won),"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",86301599.0,"$25,500,000"
