title,awards_all,nomination_count,award_count,awards_won,awards_nominated
Bambi,"Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - SOUND RECORDING(Nominated)
Golden Globes - Special Achievement Award(Nominated)",4,0,,"Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - SOUND RECORDING(Nominated)
Golden Globes - Special Achievement Award(Nominated)"
Band of Brothers,"Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",3,1,Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Won),"Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)"
Bandits,"Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",2,0,,"Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)"
Bang the Drum Slowly,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated),1,0,,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
"Banger Sisters, The",Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Banjo on My Knee,Oscars - SOUND RECORDING(Nominated),1,0,,Oscars - SOUND RECORDING(Nominated)
Banning,Oscars - MUSIC (Song)(Nominated),1,0,,Oscars - MUSIC (Song)(Nominated)
Bao,Oscars - SHORT FILM (Animated)(Won),1,1,Oscars - SHORT FILM (Animated)(Won),
Baptism of Fire,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
Barbara Ferris,BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1966(Nominated),1,0,,BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1966(Nominated)
Barbara Hershey,BAFTAs - Film | Actress in a Supporting Role in 1987(Nominated),1,0,,BAFTAs - Film | Actress in a Supporting Role in 1987(Nominated)
Barbara Jefford,BAFTAs - Film | British Actress in 1968(Nominated),1,0,,BAFTAs - Film | British Actress in 1968(Nominated)
Barbara Mandrell and the Mandrell Sisters,"Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Television Series - Musical or Comedy(Nominated)",2,0,,"Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Television Series - Musical or Comedy(Nominated)"
Barbara Stanwyck,Golden Globes - Cecil B. deMille Award(Nominated),1,0,,Golden Globes - Cecil B. deMille Award(Nominated)
Barbara Windsor,BAFTAs - Film | British Actress in 1964(Nominated),1,0,,BAFTAs - Film | British Actress in 1964(Nominated)
Barbarians at the Gate,"Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",3,2,"Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Won)","Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)"
Barbary Coast,Oscars - CINEMATOGRAPHY(Nominated),1,0,,Oscars - CINEMATOGRAPHY(Nominated)
Barbican,BAFTAs - Film | Short Film in 1970(Nominated),1,0,,BAFTAs - Film | Short Film in 1970(Nominated)
Barbie,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - MUSIC (Original Song)(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",8,1,Oscars - MUSIC (Original Song)(Won),"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)"
Barbra Streisand,"BAFTAs - Film | Actress in 1970(Nominated)
BAFTAs - Film | Actress in 1975(Nominated)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Cecil B. deMille Award(Nominated)",7,4,"Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)","BAFTAs - Film | Actress in 1970(Nominated)
BAFTAs - Film | Actress in 1975(Nominated)
Golden Globes - Cecil B. deMille Award(Nominated)"
"Bardo, False Chronicle of a Handful of Truths",Oscars - CINEMATOGRAPHY(Nominated),1,0,,Oscars - CINEMATOGRAPHY(Nominated)
"Barefoot Contessa, The",Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won),1,1,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won),
Barefoot in the Park,Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated),1,0,,Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Baretta,"Golden Globes - Best Television Series - Drama(Nominated)
Golden Globes - Best Performance by an Actor In A Television Series - Drama(Won)",2,1,Golden Globes - Best Performance by an Actor In A Television Series - Drama(Won),Golden Globes - Best Television Series - Drama(Nominated)
Barfly,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Barnaby Jones,"Golden Globes - Best Performance by an Actress In A Television Series - Drama(Nominated)
Golden Globes - Best Performance by an Actress In A Television Series - Drama(Nominated)",2,0,,"Golden Globes - Best Performance by an Actress In A Television Series - Drama(Nominated)
Golden Globes - Best Performance by an Actress In A Television Series - Drama(Nominated)"
Barney Miller,"Golden Globes - Best Television Series - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Television Series - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)",7,2,"Golden Globes - Best Television Series - Musical or Comedy(Won)
Golden Globes - Best Television Series - Musical or Comedy(Won)","Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)"
Barney's Version,"Oscars - MAKEUP(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)",2,1,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won),Oscars - MAKEUP(Nominated)
Barry,"Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",6,0,,"Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)"
Barry Keoghan,BAFTAs - Film | EE Rising Star Award in 2019(Nominated),1,0,,BAFTAs - Film | EE Rising Star Award in 2019(Nominated)
Barry Lyndon,"Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - DIRECTING(Nominated)
Oscars - MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Adapted from Other Material)(Nominated)
BAFTAs - Film | Art Direction in 1976(Nominated)
BAFTAs - Film | Cinematography in 1976(Won)
BAFTAs - Film | Costume Design in 1976(Nominated)
BAFTAs - Film | Direction in 1976(Won)
BAFTAs - Film | Film in 1976(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)",14,6,"Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)(Won)
BAFTAs - Film | Cinematography in 1976(Won)
BAFTAs - Film | Direction in 1976(Won)","Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Adapted from Other Material)(Nominated)
BAFTAs - Film | Art Direction in 1976(Nominated)
BAFTAs - Film | Costume Design in 1976(Nominated)
BAFTAs - Film | Film in 1976(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)"
Barton Fink,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",4,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)"
Basic Instinct,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",4,0,,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
Basic Principles Of Lubrication,BAFTAs - Film | Special Award in 1953(Nominated),1,0,,BAFTAs - Film | Special Award in 1953(Nominated)
"Bastard, The",Golden Globes - Television Movie(Nominated),1,0,,Golden Globes - Television Movie(Nominated)
Batman,"Oscars - ART DIRECTION(Won)
BAFTAs - Film | Costume Design in 1990(Nominated)
BAFTAs - Film | Production Design in 1990(Nominated)
BAFTAs - Film | Sound in 1990(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",5,1,Oscars - ART DIRECTION(Won),"BAFTAs - Film | Costume Design in 1990(Nominated)
BAFTAs - Film | Production Design in 1990(Nominated)
BAFTAs - Film | Sound in 1990(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)"
Batman Begins,Oscars - CINEMATOGRAPHY(Nominated),1,0,,Oscars - CINEMATOGRAPHY(Nominated)
Batman Forever,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",4,0,,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)"
Batman Returns,"Oscars - MAKEUP(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Make-Up in 1993(Nominated)",3,0,,"Oscars - MAKEUP(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Make-Up in 1993(Nominated)"
Battle Cry,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated),1,0,,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated)
Battle Hymn,Golden Globes - Promoting International Understanding(Won),1,1,Golden Globes - Promoting International Understanding(Won),
Battle Of Britain,BAFTAs - Film | Soundtrack in 1970(Nominated),1,0,,BAFTAs - Film | Soundtrack in 1970(Nominated)
Battle Of The Bulge,"Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",2,0,,"Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
Battle of Berlin,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
Battle of the Sexes,"Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",2,0,,"Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)"
Battleground,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY (Black-and-White)(Won)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST MOTION PICTURE(Nominated)
Oscars - WRITING (Story and Screenplay)(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Won)",8,4,"Oscars - CINEMATOGRAPHY (Black-and-White)(Won)
Oscars - WRITING (Story and Screenplay)(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST MOTION PICTURE(Nominated)"
Battlestar Galactica,"Golden Globes - Best Television Series - Drama(Nominated)
Golden Globes - Best Performance by an Actor In A Television Series - Drama(Nominated)",2,0,,"Golden Globes - Best Television Series - Drama(Nominated)
Golden Globes - Best Performance by an Actor In A Television Series - Drama(Nominated)"
Be Careful Boys,BAFTAs - Film | Animated Film in 1966(Won),1,1,BAFTAs - Film | Animated Film in 1966(Won),
Beach Red,Oscars - FILM EDITING(Nominated),1,0,,Oscars - FILM EDITING(Nominated)
Beaches,Oscars - ART DIRECTION(Nominated),1,0,,Oscars - ART DIRECTION(Nominated)
Bear Country,Oscars - SHORT SUBJECT (Two-reel)(Won),1,1,Oscars - SHORT SUBJECT (Two-reel)(Won),
Bear Story,Oscars - SHORT FILM (Animated)(Won),1,1,Oscars - SHORT FILM (Animated)(Won),
Beast,"BAFTAs - Film | Outstanding British Film in 2019(Nominated)
BAFTAs - Film | Outstanding Debut by a British Writer, Director or Producer in 2019(Won)",2,1,"BAFTAs - Film | Outstanding Debut by a British Writer, Director or Producer in 2019(Won)",BAFTAs - Film | Outstanding British Film in 2019(Nominated)
Beasts of No Nation,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Beasts of the Southern Wild,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",4,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)"
Beau Geste,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)",2,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)"
Beaufort,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
Beautiful Boy,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
"Beautiful Day in the Neighborhood, A",Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
