title,genres,critic_score,audience_score,awards_all,nomination_count,award_count,awards_won,awards_nominated,worldwide_gross
yesterday's hero,"Drama,Music",,0%,,0,0,,,
zulu dawn,"Action,Adventure,Drama",50%,61%,,0,0,,,
airplane!,Comedy,97%,89%,"BAFTAs - Film | Screenplay in 1981 (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)",2,0,,"BAFTAs - Film | Screenplay in 1981 (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)","$83,454,307"
alligator,"Horror,Sci-Fi,Thriller",86%,49%,,0,0,,,
altered states,"Horror,Sci-Fi,Thriller",86%,71%,"Oscars - MUSIC (Original Score) (Nominated)
Oscars - SOUND (Nominated)
Golden Globes - New Star Of The Year - Actor (Nominated)",3,0,,"Oscars - MUSIC (Original Score) (Nominated)
Oscars - SOUND (Nominated)
Golden Globes - New Star Of The Year - Actor (Nominated)","$19,853,898"
american gigolo,"Crime,Drama,Mystery",75%,50%,"Golden Globes - Best Original Score - Motion Picture (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)",2,0,,"Golden Globes - Best Original Score - Motion Picture (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)","$52,743,674"
any which way you can,"Action,Comedy",20%,45%,,0,0,,,"$70,687,344"
the apple,"Music,Musical,Sci-Fi",85%,84%,BAFTAs - Film | Animated Film in 1963 (Won),1,1,BAFTAs - Film | Animated Film in 1963 (Won),,
babylon,Drama,100%,46%,"Oscars - COSTUME DESIGN (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
Oscars - PRODUCTION DESIGN (Nominated)",3,0,,"Oscars - COSTUME DESIGN (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
Oscars - PRODUCTION DESIGN (Nominated)","$64,326,615"
bad timing,"Drama,Mystery,Thriller",,,,0,0,,,
battle beyond the stars,"Action,Adventure,Sci-Fi",50%,42%,,0,0,,,
the big red one,"Drama,War",90%,78%,,0,0,,,
the blues brothers,"Adventure,Comedy,Crime",72%,92%,,0,0,,,"$57,246,460"
bronco billy,"Action,Adventure,Comedy",75%,48%,,0,0,,,"$24,265,659"
brubaker,"Crime,Drama",75%,73%,Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated),1,0,,Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated),"$37,121,708"
caddyshack,"Comedy,Sport",72%,87%,,0,0,,,"$39,849,764"
can't stop the music,"Biography,Comedy,Musical",22%,37%,,0,0,,,
cardiac arrest,"Crime,Drama,Horror",,,,0,0,,,
carny,Drama,,,,0,0,,,
the changeling,"Horror,Mystery",,60%,,0,0,,,
the children,"Horror,Sci-Fi",,,,0,0,,,
circus maximus,"Drama,War",,,,0,0,,,
coal miner's daughter,"Biography,Drama,Music",86%,86%,"Oscars - ACTRESS IN A LEADING ROLE (Won)
Oscars - ART DIRECTION (Nominated)
Oscars - CINEMATOGRAPHY (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - SOUND (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)
BAFTAs - Film | Sound in 1982 (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)",12,3,"Oscars - ACTRESS IN A LEADING ROLE (Won)
Golden Globes - Best Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Won)","Oscars - ART DIRECTION (Nominated)
Oscars - CINEMATOGRAPHY (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - SOUND (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)
BAFTAs - Film | Sound in 1982 (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)",
coast to coast,"Comedy,Drama,Romance",,,,0,0,,,
the competition,"Drama,Music,Romance",,,"Oscars - FILM EDITING (Nominated)
Oscars - MUSIC (Original Song) (Nominated)",2,0,,"Oscars - FILM EDITING (Nominated)
Oscars - MUSIC (Original Song) (Nominated)",
cruising,"Crime,Drama,Mystery",51%,49%,,0,0,,,"$19,784,223"
diary of the dead,"Drama,Thriller",,45%,,0,0,,,
die laughing,"Adventure,Comedy,Crime",,,,0,0,,,
divine madness,"Comedy,Documentary,Music",100%,90%,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated),
the dogs of war,"Action,Adventure,Drama",70%,53%,,0,0,,,
double negative,Thriller,,,,0,0,,,
the earthling,"Adventure,Drama",,88%,,0,0,,,
the elephant man,"Biography,Drama",,88%,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ART DIRECTION (Nominated)
Oscars - COSTUME DESIGN (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)
BAFTAs - Film | Cinematography in 1981 (Nominated)
BAFTAs - Film | Direction in 1981 (Nominated)
BAFTAs - Film | Editing in 1981 (Nominated)
BAFTAs - Film | Film in 1981 (Won)
BAFTAs - Film | Production Design in 1981 (Won)
BAFTAs - Film | Screenplay in 1981 (Nominated)",14,2,"BAFTAs - Film | Film in 1981 (Won)
BAFTAs - Film | Production Design in 1981 (Won)","Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ART DIRECTION (Nominated)
Oscars - COSTUME DESIGN (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)
BAFTAs - Film | Cinematography in 1981 (Nominated)
BAFTAs - Film | Direction in 1981 (Nominated)
BAFTAs - Film | Editing in 1981 (Nominated)
BAFTAs - Film | Screenplay in 1981 (Nominated)","$26,026,416"
star wars: episode v - the empire strikes back,"Action,Adventure,Fantasy",95%,97%,Golden Globes - Best Original Score - Motion Picture (Nominated),1,0,,Golden Globes - Best Original Score - Motion Picture (Nominated),
the exterminator,"Action,Crime,Drama",38%,39%,,0,0,,,
fade to black,"Comedy,Crime,Horror",,,,0,0,,,
fatso,"Comedy,Drama,Romance",29%,65%,,0,0,,,
the fiendish plot of dr. fu manchu,"Comedy,Crime,Fantasy",15%,42%,,0,0,,,
the final countdown,"Action,Adventure,Sci-Fi",52%,60%,,0,0,,,"$56,647,800"
final cut,Drama,,57%,,0,0,,,
the first deadly sin,"Crime,Thriller",67%,30%,,0,0,,,
first family,Comedy,20%,11%,,0,0,,,
foolin' around,"Comedy,Romance,Sport",,75%,,0,0,,,
forbidden zone,"Comedy,Fantasy,Musical",,,,0,0,,,
the formula,"Crime,Thriller",,15%,Oscars - CINEMATOGRAPHY (Nominated),1,0,,Oscars - CINEMATOGRAPHY (Nominated),
foxes,Drama,70%,56%,,0,0,,,
galaxina,"Comedy,Sci-Fi",17%,22%,,0,0,,,
gilda live,Comedy,,82%,,0,0,,,
the gods must be crazy,"Adventure,Comedy",85%,84%,,0,0,,,"$34,331,783"
the gong show movie,Comedy,,37%,,0,0,,,
gorp,Comedy,,23%,,0,0,,,
the great rock 'n' roll swindle,"Comedy,Fantasy,Music",100%,72%,,0,0,,,
guns,"Crime,Drama",,,,0,0,,,
the happy hooker goes hollywood,Comedy,,33%,,0,0,,,
he knows you're alone,"Horror,Thriller",30%,31%,,0,0,,,
head on,Drama,,,,0,0,,,
heart beat,Drama,20%,40%,,0,0,,,
heaven's gate,"Adventure,Drama,Western",57%,54%,Oscars - ART DIRECTION (Nominated),1,0,,Oscars - ART DIRECTION (Nominated),
herbie goes bananas,"Adventure,Comedy,Family",40%,36%,,0,0,,,
hero at large,"Comedy,Romance",,67%,,0,0,,,
the hollywood knights,Comedy,14%,71%,,0,0,,,
honeysuckle rose,"Drama,Music,Romance",60%,75%,Oscars - MUSIC (Original Song) (Nominated),1,0,,Oscars - MUSIC (Original Song) (Nominated),"$17,815,212"
hopscotch,"Adventure,Comedy",81%,78%,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated),
how to beat the high cost of living,"Comedy,Crime",,42%,,0,0,,,
the human factor,"Drama,Romance,Thriller",33%,28%,,0,0,,,
humanoids from the deep,"Horror,Sci-Fi",55%,41%,,0,0,,,
the hunter,"Action,Biography,Comedy",79%,44%,,0,0,,,
the idolmaker,"Biography,Drama,Music",90%,85%,,0,0,,,
image of the beast,"Sci-Fi,Thriller",,50%,,0,0,,,
in search of historic jesus,"Documentary,Drama",,,,0,0,,,"$22,000,000"
inside moves,"Comedy,Drama,Romance",67%,76%,Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated),1,0,,Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated),
the island,"Action,Adventure,Drama",40%,63%,BAFTAs - Film | Film From Any Source in 1963 (Nominated),1,0,,BAFTAs - Film | Film From Any Source in 1963 (Nominated),"$163,018,913"
it's my turn,"Comedy,Drama",17%,25%,,0,0,,,
jane austen in manhattan,"Drama,Romance",,0%,,0,0,,,
just tell me what you want,"Comedy,Romance",,47%,,0,0,,,
kagemusha,"Drama,History,War",89%,92%,"BAFTAs - Film | Cinematography in 1981 (Nominated)
BAFTAs - Film | Costume Design in 1981 (Won)
BAFTAs - Film | Direction in 1981 (Won)
BAFTAs - Film | Film in 1981 (Nominated)",4,2,"BAFTAs - Film | Costume Design in 1981 (Won)
BAFTAs - Film | Direction in 1981 (Won)","BAFTAs - Film | Cinematography in 1981 (Nominated)
BAFTAs - Film | Film in 1981 (Nominated)",
the kidnapping of the president,Thriller,,36%,,0,0,,,
the last flight of noah's ark,"Adventure,Family",,40%,,0,0,,,
the last married couple in america,Comedy,,22%,,0,0,,,
lion of the desert,"Biography,Drama,History",75%,93%,,0,0,,,
little darlings,"Comedy,Drama",67%,74%,,0,0,,,"$34,326,249"
the little dragons,"Action,Comedy",,,,0,0,,,
the long good friday,"Crime,Drama,Mystery",97%,89%,,0,0,,,
the long riders,"Biography,Crime,Drama",81%,73%,,0,0,,,
loving couples,Comedy,,80%,,0,0,,,
the man with bogart's face,"Comedy,Crime,Mystery",,64%,,0,0,,,
mcvicar,"Crime,Drama",,85%,,0,0,,,
melvin and howard,"Comedy,Drama",92%,60%,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Won)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Won)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)",7,3,"Oscars - ACTRESS IN A SUPPORTING ROLE (Won)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Won)","Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)",
middle age crazy,"Comedy,Drama",,25%,,0,0,,,
the mirror crack'd,"Crime,Mystery,Thriller",62%,47%,,0,0,,,
motel hell,"Comedy,Horror,Thriller",67%,53%,,0,0,,,
mother's day,"Comedy,Horror,Thriller",46%,38%,BAFTAs - Film | Special Award in 1952 (Nominated),1,0,,BAFTAs - Film | Special Award in 1952 (Nominated),
the mountain men,"Adventure,Drama,Western",43%,63%,,0,0,,,
my bodyguard,"Comedy,Drama,Family",79%,70%,,0,0,,,"$22,482,952"
nightkill,"Crime,Horror,Mystery",,24%,,0,0,,,
nightmares,"Horror,Thriller",29%,31%,,0,0,,,
nijinsky,"Biography,Drama,Music",50%,29%,,0,0,,,
the ninth configuration,"Comedy,Drama,Horror",81%,76%,,0,0,,,
the nude bomb,"Action,Comedy,Crime",17%,39%,,0,0,,,
the octagon,"Action,Drama,Romance",25%,32%,,0,0,,,"$19,000,000"
"oh, god! book ii","Comedy,Fantasy",43%,37%,,0,0,,,
one-trick pony,"Comedy,Drama,Music",,45%,,0,0,,,
ordinary people,Drama,89%,88%,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE (Won)
Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - DIRECTING (Won)
Oscars - BEST PICTURE (Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Won)
Golden Globes - Best Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Won)
Golden Globes - Best Screenplay - Motion Picture (Nominated)
Golden Globes - New Star Of The Year - Actor (Won)",14,9,"Oscars - ACTOR IN A SUPPORTING ROLE (Won)
Oscars - DIRECTING (Won)
Oscars - BEST PICTURE (Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Won)
Golden Globes - Best Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Won)
Golden Globes - Best Director - Motion Picture (Won)
Golden Globes - New Star Of The Year - Actor (Won)","Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)","$52,302,978"
phobia,"Drama,Horror,Thriller",,18%,,0,0,,,
popeye,"Adventure,Comedy,Family",,,,0,0,,,"$49,823,037"
princess,Adult,57%,67%,,0,0,,,
private benjamin,"Comedy,War",83%,60%,"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated)",4,0,,"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated)","$69,847,348"
the private eyes,"Comedy,Mystery",,83%,,0,0,,,"$18,000,000"
prom night,"Horror,Mystery,Thriller",9%,38%,,0,0,,,"$57,193,655"
raging bull,"Biography,Drama,Sport",92%,93%,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - CINEMATOGRAPHY (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Won)
Oscars - BEST PICTURE (Nominated)
Oscars - SOUND (Nominated)
BAFTAs - Film | Editing in 1982 (Won)
Golden Globes - Best Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)
Golden Globes - New Star Of The Year - Actress (Nominated)",16,4,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - FILM EDITING (Won)
BAFTAs - Film | Editing in 1982 (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Won)","Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - CINEMATOGRAPHY (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - SOUND (Nominated)
Golden Globes - Best Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)
Golden Globes - New Star Of The Year - Actress (Nominated)","$23,417,649"
raise the titanic,"Action,Adventure,Drama",38%,28%,,0,0,,,
resistance,"Documentary,Drama",,,,0,0,,,
the return,"Mystery,Sci-Fi,Thriller",96%,93%,,0,0,,,
roadie,"Comedy,Music",14%,57%,,0,0,,,
rough cut,"Adventure,Comedy,Crime",,12%,,0,0,,,
schizoid,"Drama,Horror,Mystery",,19%,,0,0,,,
the sea wolves,"Action,History,War",,40%,,0,0,,,
seems like old times,"Comedy,Romance",70%,64%,,0,0,,,"$23,200,000"
serial,Comedy,60%,78%,,0,0,,,
the shining,"Drama,Horror",83%,93%,,0,0,,,"$46,805,191"
shogun assassin,"Action,Adventure",82%,92%,,0,0,,,
the silent scream,"Horror,Mystery,Thriller",,,,0,0,,,
simon,"Comedy,Sci-Fi",67%,88%,,0,0,,,
smokey and the bandit ii,"Action,Adventure,Comedy",25%,43%,,0,0,,,"$66,132,626"
somewhere in time,"Drama,Fantasy,Romance",52%,88%,"Oscars - COSTUME DESIGN (Nominated)
Golden Globes - Best Original Score - Motion Picture (Nominated)",2,0,,"Oscars - COSTUME DESIGN (Nominated)
Golden Globes - Best Original Score - Motion Picture (Nominated)",
stardust memories,"Comedy,Drama",66%,78%,,0,0,,,
steel,"Action,Adventure,Crime",,20%,,0,0,,,
stir crazy,"Comedy,Crime",69%,75%,,0,0,,,"$101,300,000"
the stunt man,"Action,Comedy,Drama",91%,73%,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)",3,0,,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)",
summer school,Adult,,,,0,0,,,"$35,114,428"
superman ii,"Action,Adventure,Sci-Fi",83%,76%,,0,0,,,"$190,400,000"
the tempest,"Drama,Fantasy",,,Oscars - COSTUME DESIGN (Nominated),1,0,,Oscars - COSTUME DESIGN (Nominated),
terror train,"Horror,Mystery,Thriller",44%,38%,,0,0,,,
"those lips, those eyes","Comedy,Romance",,40%,,0,0,,,
time bandits,"Adventure,Comedy,Fantasy",91%,77%,,0,0,,,"$37,400,000"
touched by love,Drama,,87%,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Nominated),
tuck everlasting,"Drama,Family,Fantasy",60%,70%,,0,0,,,"$19,344,615"
up the academy,Comedy,0%,43%,,0,0,,,
urban cowboy,"Drama,Romance,Western",70%,80%,"Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - New Star Of The Year - Actress (Nominated)",2,0,,"Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - New Star Of The Year - Actress (Nominated)","$46,918,287"
used cars,Comedy,77%,69%,,0,0,,,
the watcher in the woods,"Family,Horror,Mystery",,51%,,0,0,,,
wholly moses!,"Comedy,Fantasy",13%,39%,,0,0,,,
why would i lie?,"Comedy,Drama",,,,0,0,,,
windows,"Drama,Thriller",0%,10%,,0,0,,,
witches' brew,"Comedy,Horror",,40%,,0,0,,,
without warning,"Horror,Sci-Fi,Thriller",,,,0,0,,,
xanadu,"Fantasy,Musical,Romance",30%,58%,,0,0,,,"$22,762,611"
...all the marbles,"Comedy,Drama,Sport",,68%,,0,0,,,
absence of malice,"Drama,Romance,Thriller",81%,63%,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)",5,0,,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)","$33,312,129"
absolution,"Drama,Mystery,Thriller",,,,0,0,,,
the amateur,"Action,Crime,Thriller",,,,0,0,,,"$67,757,209"
american pop,"Animation,Drama,History",65%,80%,,0,0,,,
an american werewolf in london,"Comedy,Horror",89%,85%,Oscars - MAKEUP (Won),1,1,Oscars - MAKEUP (Won),,"$61,968,388"
amy,"Drama,Family",,74%,"Oscars - DOCUMENTARY (Feature) (Won)
BAFTAs - Film | Documentary in 2016 (Won)
BAFTAs - Film | Outstanding British Film in 2016 (Nominated)",3,2,"Oscars - DOCUMENTARY (Feature) (Won)
BAFTAs - Film | Documentary in 2016 (Won)",BAFTAs - Film | Outstanding British Film in 2016 (Nominated),"$23,778,585"
back roads,"Adventure,Comedy,Romance",40%,36%,,0,0,,,
bad girls,"Adult,Adventure,Comedy",,,,0,0,,,
blood beach,"Comedy,Horror,Sci-Fi",13%,25%,,0,0,,,
blow out,"Crime,Drama,Mystery",89%,81%,,0,0,,,
the boogens,"Horror,Sci-Fi,Thriller",22%,30%,,0,0,,,
das boot,"Drama,War",98%,96%,"Oscars - CINEMATOGRAPHY (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - SOUND (Nominated)
Oscars - SOUND EFFECTS EDITING (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)",6,0,,"Oscars - CINEMATOGRAPHY (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - SOUND (Nominated)
Oscars - SOUND EFFECTS EDITING (Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium) (Nominated)","$84,970,337"
buddy buddy,Comedy,65%,43%,,0,0,,,
the burning,Horror,,,,0,0,,,
bustin' loose,"Comedy,Drama",60%,61%,,0,0,,,"$31,261,000"
